RepoName,FilePath,NumAnnotatorsOnFile,NumSmells,FleissKappa_FileLevel
huggingface/transformers,huggingface-transformers-b62e5b3/src/transformers/models/cwm/configuration_cwm.py,7,9,0.75
huggingface/transformers,huggingface-transformers-b62e5b3/src/transformers/models/hunyuan_v1_dense/modular_hunyuan_v1_dense.py,7,9,0.8
huggingface/transformers,huggingface-transformers-b62e5b3/src/transformers/models/llama4/image_processing_llama4_fast.py,7,9,0.76
huggingface/transformers,huggingface-transformers-b62e5b3/tests/models/aria/test_modeling_aria.py,7,9,0.78
huggingface/trl,huggingface-trl-1dc8bbc/trl/extras/vllm_client.py,7,9,0.76
hzg0601/langchain-ChatGLM-annotation,hzg0601-langchain-ChatGLM-annotation-da8085b/chains/dialogue_answering/__main__.py,7,9,0.85
inclusionAI/AReaL,inclusionAI-AReaL-b942ed0/areal/utils/proxy_utils.py,7,9,0.83
intel/auto-round,intel-auto-round-6723ef0/auto_round_extension/cuda/gptqmodel_marlin.py,7,9,0.85
intel/ipex-llm,intel-ipex-llm-197f653/python/llm/example/GPU/Lightweight-Serving/lightweight_serving.py,7,9,0.73
intel/ipex-llm,intel-ipex-llm-197f653/python/llm/src/ipex_llm/transformers/npu_models/xlm_mp.py,7,9,0.78
intel/ipex-llm,intel-ipex-llm-197f653/python/llm/src/ipex_llm/transformers/npu_pipeline_model/convert_pipeline.py,7,9,0.78
intel/neural-compressor,intel-neural-compressor-eb7c1e3/neural_compressor/torch/algorithms/mixed_low_precision/custom_methods/quarot_utils.py,7,9,0.81
jacklishufan/LaViDa,jacklishufan-LaViDa-24220c0/eval/lmms_eval/models/cambrian.py,7,9,0.76
jacklishufan/LaViDa,jacklishufan-LaViDa-24220c0/eval/lmms_eval/tasks/vitatecs/utils.py,7,9,0.8
jiaxiaojunQAQ/OmniSafeBench-MM,jiaxiaojunQAQ-OmniSafeBench-MM-84a4d17/defenses/llama_guard_4.py,7,9,0.84
jiaxiaojunQAQ/OmniSafeBench-MM,jiaxiaojunQAQ-OmniSafeBench-MM-84a4d17/models/google_model.py,7,9,0.82
keta1930/mcp-agent-graph,keta1930-mcp-agent-graph-1e0f983/mag/app/api/conversation_routes.py,7,9,0.68
khoj-ai/khoj,khoj-ai-khoj-f4c519a/src/khoj/database/migrations/0038_merge_20240425_0857.py,7,9,0.83
kungfuai/CVlization,kungfuai-CVlization-6c7e282/examples/generative/image_generation/dit/diffusion/__init__.py,7,9,0.79
kungfuai/CVlization,kungfuai-CVlization-6c7e282/examples/generative/image_generation/pixart/diffusion/model/timestep_sampler.py,7,9,0.76
langfengQ/verl-agent,langfengQ-verl-agent-373e6b2/verl/workers/rollout/schemas.py,7,9,0.75
lanxiang1017/GEM,lanxiang1017-GEM-7edee7e/ecg_coca/open_clip/constants.py,7,9,0.81
lee101/stock-prediction,lee101-stock-prediction-a941985/stockagentopus/opus_wrapper.py,7,9,0.8
lemony-ai/cascadeflow,lemony-ai-cascadeflow-c6554a2/cascadeflow/routing/domain.py,7,9,0.88
lemony-ai/cascadeflow,lemony-ai-cascadeflow-c6554a2/cascadeflow/telemetry/cost_tracker.py,7,9,0.84
linagora/openrag,linagora-openrag-efa103f/openrag/components/indexer/loaders/serializer.py,7,9,0.83
linkedin/Liger-Kernel,linkedin-Liger-Kernel-6059dfb/benchmark/scripts/benchmark_tiled_mlp.py,7,9,0.85
lpalbou/AbstractCore,lpalbou-AbstractCore-5bfd9a8/abstractcore/providers/lmstudio_provider.py,7,9,0.83
lpalbou/AbstractCore,lpalbou-AbstractCore-5bfd9a8/tests/media_handling/test_cli_media.py,7,9,0.79
markl-a/My-AI-Learning-Notes,markl-a-My-AI-Learning-Notes-a0991e3/5.AI研究前沿_2024-2025/1.大型語言模型(LLM)/examples/01_llama31_complete.py,7,9,0.75
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/src/connectors/gemini_base/streaming_executor.py,7,9,0.77
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/src/connectors/gemini_oauth_plan.py,7,9,0.73
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/src/connectors/openai.py,7,9,0.78
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/src/core/services/resilience/coordinator.py,7,9,0.75
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/helpers/angel_factory_stub.py,7,9,0.7
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/commands/test_unit_model_command_handler.py,7,9,0.82
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/connectors/test_gemini_oauth_antigravity.py,7,9,0.78
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/gemini_connector_tests/test_openrouter_headers.py,7,9,0.74
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/memory/test_summary_generator.py,7,9,0.72
matdev83/llm-interactive-proxy,matdev83-llm-interactive-proxy-e5f0eab/tests/unit/test_emergency_command_filter.py,7,9,0.81
meta-llama/llama-stack,llamastack-llama-stack-d82a2cd/src/llama_stack/core/routing_tables/benchmarks.py,7,9,0.75
meta-llama/llama-stack,llamastack-llama-stack-d82a2cd/src/llama_stack/providers/remote/inference/tgi/config.py,7,9,0.76
meta-llama/llama-stack,llamastack-llama-stack-d82a2cd/src/llama_stack/providers/remote/vector_io/qdrant/qdrant.py,7,9,0.83
meta-llama/llama-stack,llamastack-llama-stack-d82a2cd/src/llama_stack/providers/utils/memory/file_utils.py,7,9,0.79
meta-llama/llama-stack,llamastack-llama-stack-d82a2cd/tests/unit/providers/utils/memory/test_vector_store.py,7,9,0.76
meta-llama/llama-stack,llamastack-llama-stack-d82a2cd/tests/unit/utils/inference/test_inference_store.py,7,9,0.77
microsoft/Olive,microsoft-Olive-7c5b3b8/olive/evaluator/olive_evaluator.py,7,9,0.79
microsoft/openaivec,microsoft-openaivec-cd2760b/src/openaivec/task/__init__.py,7,9,0.84
mims-harvard/ToolUniverse,mims-harvard-ToolUniverse-132458e/src/tooluniverse/smolagent_tool.py,7,9,0.77
modelscope/evalscope,modelscope-evalscope-1ab8fca/evalscope/metrics/metrics.py,7,9,0.74
modelscope/modelscope,modelscope-modelscope-a7f50d4/modelscope/models/cv/image_view_transform/ldm/openaimodel.py,7,9,0.78
modelscope/ms-swift,modelscope-ms-swift-57c294e/examples/eval/eval_url/demo.py,7,9,0.73
modelscope/ms-swift,modelscope-ms-swift-57c294e/swift/ui/llm_eval/eval.py,7,9,0.76
nkkbr/ViCA,nkkbr-ViCA-96e8a61/llava/model/multimodal_encoder/dev_eva_clip/eva_clip/transform.py,7,9,0.89
omarkamali/borgllm,omarkamali-borgllm-8f3aefd/examples/langchain/configurable_cooldown_timeout/main.py,7,9,0.8
openai/openai-agents-python,openai-openai-agents-python-df020d1/examples/financial_research_agent/manager.py,7,9,0.8
openai/openai-agents-python,openai-openai-agents-python-df020d1/src/agents/tracing/__init__.py,7,9,0.77
openai/openai-python,openai-openai-python-dc76021/src/openai/_files.py,7,9,0.87
openai/openai-python,openai-openai-python-dc76021/src/openai/resources/beta/chatkit/chatkit.py,7,9,0.79
openai/openai-python,openai-openai-python-dc76021/src/openai/resources/beta/threads/threads.py,7,9,0.82
openaiotlab/ContextAgent,openaiotlab-ContextAgent-f4674bf/LLaMA-Factory/scripts/stat_utils/cal_lr.py,7,9,0.76
openaiotlab/ContextAgent,openaiotlab-ContextAgent-f4674bf/LLaMA-Factory/tests/model/model_utils/test_checkpointing.py,7,9,0.77
openvinotoolkit/openvino.genai,openvinotoolkit-openvino.genai-87f9d9e/samples/python/text_generation/structured_output_generation.py,7,9,0.76
oumi-ai/oumi,oumi-ai-oumi-9094a4c/src/oumi/core/configs/params/grpo_params.py,7,9,0.78
owadev777/EgoVLA_Release,owadev777-EgoVLA_Release-92ebbd9/VILA/tests/utils/client.py,7,9,0.67
princeton-pli/hal-harness,princeton-pli-hal-harness-caaa72c/agents/USACO/USACOBench/models/models.py,7,9,0.86
pytorch/executorch,pytorch-executorch-c61b2ed/examples/qualcomm/oss_scripts/llama/__init__.py,7,9,0.87
pytorch/executorch,pytorch-executorch-c61b2ed/extension/llm/custom_ops/custom_ops.py,7,9,0.66
qtalen/agentic-ai-playground,qtalen-agentic-ai-playground-dd618c6/08_DeepSeek_OCR_Agentic_RAG/ocr_agentic_rag.py,7,9,0.83
quic/efficient-transformers,quic-efficient-transformers-46ed92b/examples/peft/multi_adapter.py,7,9,0.75
rllm-org/rllm,rllm-org-rllm-1a5bcdf/rllm/engine/rollout/fireworks_engine.py,7,9,0.73
rscheiwe/vel,rscheiwe-vel-41e4dd6/vel/thinking/config.py,7,9,0.76
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/data_structs/data_structs.py,7,9,0.72
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/indices/property_graph/sub_retrievers/llm_synonym.py,7,9,0.8
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/indices/query/schema.py,7,9,0.83
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/instrumentation/events/exception.py,7,9,0.77
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/selectors/__init__.py,7,9,0.78
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/storage/chat_store/base.py,7,9,0.83
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/tools/tool_spec/base.py,7,9,0.79
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/llama_index/core/vector_stores/__init__.py,7,9,0.76
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/tests/indices/document_summary/test_retrievers.py,7,9,0.77
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-core/tests/tools/tool_spec/test_base.py,7,9,0.89
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/embeddings/llama-index-embeddings-gaudi/llama_index/embeddings/gaudi/base.py,7,9,0.72
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/embeddings/llama-index-embeddings-upstage/llama_index/embeddings/upstage/__init__.py,7,9,0.83
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/extractors/llama-index-extractors-entity/llama_index/extractors/entity/base.py,7,9,0.89
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/llms/llama-index-llms-ai21/llama_index/llms/ai21/__init__.py,7,9,0.83
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/llms/llama-index-llms-deepinfra/llama_index/llms/deepinfra/constants.py,7,9,0.73
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/llms/llama-index-llms-ipex-llm/llama_index/llms/ipex_llm/base.py,7,9,0.83
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/llms/llama-index-llms-konko/llama_index/llms/konko/__init__.py,7,9,0.76
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/llms/llama-index-llms-zhipuai/llama_index/llms/zhipuai/base.py,7,9,0.89
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/node_parser/llama-index-node-parser-alibabacloud-aisearch/llama_index/node_parser/alibabacloud_aisearch/__init__.py,7,9,0.74
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/postprocessor/llama-index-postprocessor-rankgpt-rerank/llama_index/postprocessor/rankgpt_rerank/__init__.py,7,9,0.88
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/program/llama-index-program-evaporate/llama_index/program/evaporate/prompts.py,7,9,0.73
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/readers/llama-index-readers-dad-jokes/tests/test_readers_dad_jokes.py,7,9,0.69
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/readers/llama-index-readers-file/tests/test_rtf.py,7,9,0.72
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/readers/llama-index-readers-hwp/llama_index/readers/hwp/base.py,7,9,0.8
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/readers/llama-index-readers-oxylabs/llama_index/readers/oxylabs/amazon_sellers.py,7,9,0.78
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/readers/llama-index-readers-s3/tests/test_readers_s3.py,7,9,0.82
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/readers/llama-index-readers-wordpress/llama_index/readers/wordpress/base.py,7,9,0.83
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/retrievers/llama-index-retrievers-vertexai-search/llama_index/retrievers/vertexai_search/__init__.py,7,9,0.78
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/storage/chat_store/llama-index-storage-chat-store-postgres/tests/test_chat_store_postgres_chat_store.py,7,9,0.76
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/storage/index_store/llama-index-storage-index-store-mongodb/llama_index/storage/index_store/mongodb/base.py,7,9,0.7
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/tools/llama-index-tools-jira-issue/tests/test_tools_jira_issue.py,7,9,0.81
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/tools/llama-index-tools-metaphor/tests/test_tools_metaphor.py,7,9,0.82
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-integrations/vector_stores/llama-index-vector-stores-neptune/llama_index/vector_stores/neptune/base.py,7,9,0.79
run-llama/llama_index,run-llama-llama_index-9831c7c/llama-index-utils/llama-index-utils-qianfan/llama_index/utils/qianfan/apis.py,7,9,0.83
sgl-project/sglang,sgl-project-sglang-9a327bd/python/sglang/multimodal_gen/runtime/distributed/utils.py,7,9,0.74
sgl-project/sglang,sgl-project-sglang-9a327bd/python/sglang/srt/compilation/compilation_counter.py,7,9,0.86
sgl-project/sglang,sgl-project-sglang-9a327bd/python/sglang/srt/function_call/base_format_detector.py,7,9,0.72
sgl-project/sglang,sgl-project-sglang-9a327bd/python/sglang/srt/multimodal/processors/mlama.py,7,9,0.81
sgl-project/sglang,sgl-project-sglang-9a327bd/sgl-kernel/benchmark/bench_fp8_gemm.py,7,9,0.73
sgl-project/sglang,sgl-project-sglang-9a327bd/test/nightly/ascend/llm_models/test_ascend_llama_2_7b.py,7,9,0.8
shakfu/cyllama,shakfu-cyllama-3bf0290/tests/test_tts_fix.py,7,9,0.83
shell-nlp/gpt_server,shell-nlp-gpt_server-8fad613/tests/test_openai_chat.py,7,9,0.78
sii-research/siiRL,sii-research-siiRL-297950a/siirl/models/model_utils/visual.py,7,9,0.81
stanford-crfm/helm,stanford-crfm-helm-26b9af4/src/helm/benchmark/annotation/omni_math_annotator.py,7,9,0.83
stanford-crfm/helm,stanford-crfm-helm-26b9af4/src/helm/clients/anthropic_client.py,7,9,0.75
taylorai/lm-deluge,taylorai-lm-deluge-96124f3/src/lm_deluge/pipelines/gepa/__init__.py,7,9,0.8
taylorai/lm-deluge,taylorai-lm-deluge-96124f3/tests/core/test_postprocess.py,7,9,0.73
thunlp/ChartCoder,thunlp-ChartCoder-47d965c/llava/model/language_model/llava_mistral.py,7,9,0.87
trycua/cua,trycua-cua-7404c13/libs/python/agent/agent/computers/cua.py,7,9,0.81
ucsb-mlsec/VulnLLM-R,ucsb-mlsec-VulnLLM-R-cf47593/vulscan/train/LLaMA-Factory/scripts/stat_utils/cal_ppl.py,7,9,0.84
ucsb-mlsec/VulnLLM-R,ucsb-mlsec-VulnLLM-R-cf47593/vulscan/train/LLaMA-Factory/src/llamafactory/model/loader.py,7,9,0.77
unslothai/notebooks,unslothai-notebooks-b922437/python_scripts/HuggingFace Course-Qwen2_5_7B_VL_GRPO.py,7,9,0.83
unslothai/notebooks,unslothai-notebooks-b922437/python_scripts/Qwen3_(14B)-Reasoning-Conversational.py,7,9,0.85
unslothai/unsloth,unslothai-unsloth-d5b61a6/tests/saving/text_to_speech_models/test_lasa.py,7,9,0.85
uukuguy/DB-GPT-Lite,uukuguy-DB-GPT-Lite-d857cb7/dbgpt/model/adapter/vllm_adapter.py,7,9,0.69
vllm-project/llm-compressor,vllm-project-llm-compressor-3f25fd1/examples/quantization_w8a8_fp8/whisper_example.py,7,9,0.83
vllm-project/speculators,vllm-project-speculators-b3f6b10/src/speculators/models/eagle3/model_definitions.py,7,9,0.79
vllm-project/vllm,vllm-project-vllm-62be367/examples/offline_inference/kv_load_failure_recovery/prefill_example.py,7,9,0.73
vllm-project/vllm,vllm-project-vllm-62be367/examples/pooling/embed/openai_embedding_client.py,7,9,0.77
vllm-project/vllm,vllm-project-vllm-62be367/tests/compile/fullgraph/test_simple.py,7,9,0.76
vllm-project/vllm,vllm-project-vllm-62be367/tests/compile/test_fusion_attn.py,7,9,0.85
vllm-project/vllm,vllm-project-vllm-62be367/tests/entrypoints/openai/test_serving_responses.py,7,9,0.88
vllm-project/vllm,vllm-project-vllm-62be367/tests/entrypoints/openai/tool_parsers/test_olmo3_tool_parser.py,7,9,0.73
vllm-project/vllm,vllm-project-vllm-62be367/tests/kernels/quantization/test_machete_mm.py,7,9,0.81
vllm-project/vllm,vllm-project-vllm-62be367/tests/lora/test_default_mm_loras.py,7,9,0.84
vllm-project/vllm,vllm-project-vllm-62be367/tests/models/language/pooling/test_truncation_control.py,7,9,0.74
vllm-project/vllm,vllm-project-vllm-62be367/tests/v1/attention/test_sparse_mla_backends.py,7,9,0.82
vllm-project/vllm,vllm-project-vllm-62be367/tests/v1/entrypoints/conftest.py,7,9,0.81
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/layers/quantization/compressed_tensors/utils.py,7,9,0.79
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/layers/quantization/utils/marlin_utils_test_24.py,7,9,0.79
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/layers/rotary_embedding/xdrope.py,7,9,0.86
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/aya_vision.py,7,9,0.84
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/dots1.py,7,9,0.65
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/mimo_mtp.py,7,9,0.8
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/mixtral.py,7,9,0.86
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/transformers/__init__.py,7,9,0.79
vllm-project/vllm,vllm-project-vllm-62be367/vllm/model_executor/models/transformers/causal.py,7,9,0.8
vllm-project/vllm,vllm-project-vllm-62be367/vllm/transformers_utils/processors/ovis.py,7,9,0.92
vllm-project/vllm,vllm-project-vllm-62be367/vllm/v1/worker/gpu/spec_decode/eagle_cudagraph.py,7,9,0.83
volcengine/ai-app-lab,volcengine-ai-app-lab-423c821/demohouse/ad_video_gen/backend/app/director-agent/src/director_agent/utils/types.py,7,9,0.79
volcengine/verl,volcengine-verl-249c083/setup.py,7,9,0.78
volcengine/verl,volcengine-verl-249c083/verl/tools/geo3k_tool.py,7,9,0.75
xhguo7/PAPO-Eval,xhguo7-PAPO-Eval-b57d909/evaluation/mmlu/mmlu.py,7,9,0.78
xorbitsai/inference,xorbitsai-inference-8addbfb/xinference/client/common.py,7,9,0.66
xorbitsai/inference,xorbitsai-inference-8addbfb/xinference/model/audio/tests/test_chattts.py,7,9,0.74
xtekky/gpt4free,xtekky-gpt4free-aa0aade/g4f/Provider/EasyChat.py,7,9,0.86
xtekky/gpt4free,xtekky-gpt4free-aa0aade/g4f/providers/any_provider.py,7,9,0.83
xuyang-liu16/MixKV,xuyang-liu16-MixKV-bf5ddc4/lmms-eval/lmms_eval/tasks/detailcaps/utils.py,7,9,0.78
xuyang-liu16/MixKV,xuyang-liu16-MixKV-bf5ddc4/visual_head/LLaVA-NeXT/llava/model/multimodal_encoder/dev_eva_clip/eva_clip/openai.py,7,9,0.68
xuyang-liu16/VidCom2,xuyang-liu16-VidCom2-ce46008/llava/eval/evaluate_interleave.py,7,9,0.9
xuyang-liu16/VidCom2,xuyang-liu16-VidCom2-ce46008/lmms-eval/lmms_eval/tasks/mmbench/en_utils.py,7,9,0.82
yichuan-w/LEANN,yichuan-w-LEANN-a6ee95b/examples/basic_demo.py,7,9,0.73
yujiosaka/ChatIQ,yujiosaka-ChatIQ-def2148/tests/handlers/test_app_home_opened.py,7,9,0.77
zaiquanyang/LLaVA_Next_STVG,zaiquanyang-LLaVA_Next_STVG-d904f1a/llava/train/llama_flash_attn_monkey_patch.py,7,9,0.76
zilliztech/GPTCache,zilliztech-GPTCache-c59fb3a/examples/processor/temperature_example.py,7,9,0.89
zldscr0/SENT,zldscr0-SENT-2a7c40f/eval/examples/eval_corebench_2409_longcontext.py,7,9,0.78
zldscr0/SENT,zldscr0-SENT-2a7c40f/eval/opencompass/configs/datasets/needlebench/needlebench_4k/needlebench_multi_reasoning_4k.py,7,9,0.73
zldscr0/SENT,zldscr0-SENT-2a7c40f/eval/opencompass/configs/models/gemma/vllm_gemma_3_12b_it.py,7,9,0.74
zldscr0/SENT,zldscr0-SENT-2a7c40f/eval/opencompass/configs/models/qwen/vllm_qwen_series.py,7,9,0.81
zldscr0/SENT,zldscr0-SENT-2a7c40f/recipe/entropy/main_entropy.py,7,9,0.82
zldscr0/SENT,zldscr0-SENT-2a7c40f/verl/models/llama/megatron/layers/__init__.py,7,9,0.83
zldscr0/SENT,zldscr0-SENT-2a7c40f/verl/third_party/sglang/parallel_state.py,7,9,0.77
